Bond name	ISIN	Nominal	Income	Last price	Duration	Best ask	Best bid	Coupon	Coupon's duration	Date of coupon	ACI	Repayment	Days to repayment	Volume	Type
РенКредБО5	RU000A0JU1P0	1000										30.07.2018	-142		
РисЛэнд01	RU000A0JUDW1	1000										10.01.2019	22		
РосбанБСО8	RU000A0JUGH5	1000										26.02.2017	-661		
РосбанБСО9	RU000A0JV9A4	1000										26.02.2017	-661		
Росбанк-А7	RU000A0JUV57	1000	3,31	0	0	79	0	10,03	183	04.04.2019	4,22	07.10.2024	2119	0	корп.обл.
Росбанк-А8	RU000A0JVSG0	1000	6,28	0	0	70	0	36,1	183	26.03.2019	16,96	29.09.2025	2476	0	корп.обл.
РосбанкБ14	RU000A0JWHT4	1000	8,5	0	336	98,61	100,04	39,67	181	27.05.2019	4,82	27.05.2026	2716	0	бирж.обл.
РосбнБСО12	RU000A0JUL67	1000	0	0	0	65	0	0,1	92	30.01.2019	0,05	30.04.2024	1959	0	бирж.обл.
РосбнБСО13	RU000A0JUL91	1000	0	0	0	65	0	0,08	92	30.01.2019	0,04	30.04.2024	1959	0	бирж.обл.
РосбнБСО14	RU000A0JULA0	1000	0	0	0	65	0	0,05	92	30.01.2019	0,03	30.04.2024	1959	0	бирж.обл.
РосбнБСО15	RU000A0JULC6	1000	0	0	0	65	0	0,03	92	30.01.2019	0,01	30.04.2024	1959	0	бирж.обл.
Росгосстр2	RU000A0JR472	1000										02.11.2017	-412		
Росинтруд1	RU000A0JUQN2	1000	11,07	0	48	99,55	99,75	45,37	184	05.02.2019	33,53	05.02.2021	779	0	корп.обл.
Роснефть04	RU000A0JT940	1000	8,21	99,5	1218	99,5	99,49	39,39	182	22.04.2019	12,55	17.10.2022	1398	37810	корп.обл.
Роснефть05	RU000A0JT965	1000	8,37	0	1218	98,02	98,99	39,39	182	22.04.2019	12,55	17.10.2022	1398	0	корп.обл.
Роснефть06	RU000A0JTYL2	1000	8,84	0	0	90,03	97,35	34,9	182	04.06.2019	2,88	30.05.2023	1623	0	корп.обл.
Роснефть07	RU000A0JTS06	1000	9,24	94	1323	95	92,38	36,4	182	15.03.2019	19,2	10.03.2023	1542	1190846	корп.обл.
Роснефть08	RU000A0JTS22	1000	8,93	0	1322	94,21	94,98	36,4	182	15.03.2019	19,2	10.03.2023	1542	0	корп.обл.
Роснефть09	RU000A0JTYM0	1000	7,12	0	0	90	0	34,9	182	04.06.2019	2,88	30.05.2023	1623	0	корп.обл.
Роснефть10	RU000A0JTYN8	1000	7,05	0	0	90,05	100	34,9	182	04.06.2019	2,88	30.05.2023	1623	0	корп.обл.
РоснефтьБ1	RU000A0JUFU0	1000	8,95	0	55	100	100,35	44,38	182	12.02.2019	30,97	06.02.2024	1875	0	бирж.обл.
РоснефтьБ5	RU000A0JUCS1	1000	7,69	0	180	100,05	100,6	42,38	182	17.06.2019	0,47	11.12.2023	1818	0	бирж.обл.
РоснефтьБ6	RU000A0JUCR3	1000	8,46	100,1	180	100,1	100,05	42,38	182	17.06.2019	0,47	11.12.2023	1818	8014699	бирж.обл.
РоснефтьБ7	RU000A0JUFV8	1000	7,91	0	55	100	100,39	44,38	182	12.02.2019	30,97	06.02.2024	1875	0	бирж.обл.
РоснфтБО10	RU000A0JV235	1000	9,53	0	0	90	0	46,87	182	06.06.2019	3,35	28.11.2024	2171	0	бирж.обл.
РоснфтБО11	RU000A0JV243	1000	9,53	0	0	92	0	46,87	182	06.06.2019	3,35	28.11.2024	2171	0	бирж.обл.
РоснфтБО12	RU000A0JV250	1000	9,53	0	0	90	0	46,87	182	06.06.2019	3,35	28.11.2024	2171	0	бирж.обл.
РоснфтБО13	RU000A0JV268	1000	9,53	0	0	90	0	46,87	182	06.06.2019	3,35	28.11.2024	2171	0	бирж.обл.
РоснфтБО14	RU000A0JV227	1000	9,53	0	0	90	0	46,87	182	06.06.2019	3,35	28.11.2024	2171	0	бирж.обл.
РоснфтБО15	RU000A0JV276	1000	8,08	0	668	90,01	0	19,57	91	07.03.2019	2,8	03.12.2020	715	0	бирж.обл.
РоснфтБО16	RU000A0JV292	1000	8,08	0	668	90,01	0	19,57	91	07.03.2019	2,8	03.12.2020	715	0	бирж.обл.
РоснфтБО17	RU000A0JV284	1000	8,08	0	668	90	0	19,57	91	07.03.2019	2,8	03.12.2020	715	0	бирж.обл.
РоснфтБО18	RU000A0JV763	1000	7,77	0	0	80	0	18,95	91	21.01.2019	12,08	18.01.2021	761	0	бирж.обл.
РоснфтБО19	RU000A0JV789	1000	7,77	0	0	80	0	18,95	91	21.01.2019	12,08	18.01.2021	761	0	бирж.обл.
РоснфтБО2	RU000A0JV1W5	1000	9,3	0	0	90	0	46,87	182	06.06.2019	3,35	28.11.2024	2171	0	бирж.обл.
РоснфтБО20	RU000A0JV7A8	1000	7,77	0	0	90	0	18,95	91	21.01.2019	12,08	18.01.2021	761	0	бирж.обл.
РоснфтБО21	RU000A0JV7D2	1000	7,77	0	0	90	0	18,95	91	21.01.2019	12,08	18.01.2021	761	0	бирж.обл.
РоснфтБО22	RU000A0JV7C4	1000	7,77	0	33	90	0	18,95	91	21.01.2019	12,08	18.01.2021	761	0	бирж.обл.
РоснфтБО23	RU000A0JV7B6	1000	7,77	0	33	90	0	18,95	91	21.01.2019	12,08	18.01.2021	761	0	бирж.обл.
РоснфтБО24	RU000A0JV2A9	1000	6,89	0	0	90	0	19,57	91	07.03.2019	2,8	03.12.2020	715	0	бирж.обл.
РоснфтБО25	RU000A0JV797	1000	7,77	0	0	90	0	18,95	91	21.01.2019	12,08	18.01.2021	761	0	бирж.обл.
РоснфтБО26	RU000A0JV771	1000	7,77	0	33	90	0	18,95	91	21.01.2019	12,08	18.01.2021	761	0	бирж.обл.
РоснфтБО3	RU000A0JV1X3	1000	9,39	101	1709	101,01	101	46,87	182	06.06.2019	3,35	28.11.2024	2171	55551	бирж.обл.
РоснфтБО4	RU000A0JV1Y1	1000	7,44	0	0	90	0	46,87	182	06.06.2019	3,35	28.11.2024	2171	0	бирж.обл.
РоснфтБО8	RU000A0JV201	1000	9,53	0	0	90	0	46,87	182	06.06.2019	3,35	28.11.2024	2171	0	бирж.обл.
РоснфтБО9	RU000A0JV219	1000	9,23	101,7	1709	101,7	101	46,87	182	06.06.2019	3,35	28.11.2024	2171	137934354	бирж.обл.
РоссКапБ02	RU000A0JV0N6	1000	0	0	0	91	0	0	182	24.05.2019	0	22.11.2019	338	0	бирж.обл.
РоссКапБ03	RU000A0JV565	1000	7,89	0	0	90	100,04	38,64	182	17.01.2019	32,49	16.01.2020	393	0	бирж.обл.
РоссКапБ04	RU000A0JV6D4	1000	8	0	0	90,02	101,04	38,64	182	21.01.2019	31,64	20.01.2020	397	0	бирж.обл.
РоссетиБО1	RU000A0JVJB0	1000										09.06.2025	2364		
РоссетиБО2	RU000A0JWRM8	1000	0	0	0	90	0	45,62	182	26.02.2019	28,33	18.08.2026	2799	0	бирж.обл.
РоссетиБО3	RU000A0JWRN6	1000	0	0	0	90	0	45,62	182	26.02.2019	28,33	18.08.2026	2799	0	бирж.обл.
РоссетиБО5	RU000A0JVZ94	1000	10,56	0	0	90,01	0	56,1	182	24.05.2019	8,01	14.11.2025	2522	0	бирж.обл.
РоссетиБО6	RU000A0JVZP6	1000	0	0	0	96	0	51,31	182	04.06.2019	4,23	31.10.2045	9813	0	бирж.обл.
Ростел 15	RU000A0JTKD8	500										24.01.2018	-329		
Ростел 16	RU000A0JTYT5	500										07.06.2018	-195		
Ростел 17	RU000A0JTAQ1	500										02.11.2017	-412		
Ростел 18	RU000A0JTKC0	500										24.01.2018	-329		
Ростел 19	RU000A0JTR15	500										06.03.2018	-288		
Ростел1P1R	RU000A0JWTN2	1000	6,97	0	266	100,1	101,67	45,87	182	21.03.2019	22,68	10.09.2026	2822	0	бирж.обл.
РостелБО-1	RU000A0JVFC6	1000	8,67	0	0	92,25	94	39,89	182	24.05.2019	5,7	16.05.2025	2340	0	бирж.обл.
РостелБО-2	RU000A0JVFG7	1000										20.05.2025	2344		
РусГидрБП1	RU000A0JVLE0	1000										04.07.2018	-168		
РусГидрБП2	RU000A0JVLF7	1000										04.07.2018	-168		
РусГидрБП3	RU000A0JVLG5	1000										04.07.2018	-168		
РусГидрБП4	RU000A0JWCB3	1000	6,64	0	106	100,84	101,05	51,61	182	04.04.2019	21,55	04.04.2019	106	0	бирж.обл.
РусГидро01	RU000A0JRFN1	1000	8,2	0	0	100	105,99	47,37	182	15.04.2019	16,92	12.04.2021	845	0	корп.обл.
РусГидро02	RU000A0JRFP6	1000	8,21	0	767	97,79	106	47,37	182	15.04.2019	16,92	12.04.2021	845	0	корп.обл.
РусГидро07	RU000A0JTMG7	1000	8,05	0	1502	69,59	74	0,5	182	07.02.2019	0,36	02.02.2023	1506	0	корп.обл.
РусГидро08	RU000A0JTMK9	1000	9,16	70	1502	99,96	68,6	0,5	182	07.02.2019	0,36	02.02.2023	1506	2300	корп.обл.
РусГидро09	RU000A0JVD25	1000	7,64	0	1357	94,8	99,99	37,4	182	23.04.2019	11,71	15.04.2025	2309	0	корп.обл.
РусфинБ1P1	RU000A0JWPZ4	1000	1,4	0	0	0	0	10,08	184	12.02.2019	7,07	12.08.2026	2793	0	бирж.обл.
РусфинБО-4	RU000A0JVYJ2	1000										24.11.2020	706		
РусфинБО-7	RU000A0JTVN4	1000										24.04.2018	-239		
РусфинБО-8	RU000A0JUNL3	1000										10.06.2019	173		
РусфинБО09	RU000A0JVKB8	1000										30.06.2020	559		
РусфинБО10	RU000A0JVT68	1000										29.09.2020	650		
РусфинБО11	RU000A0JUXL2	1000										23.10.2019	308		
РусфинБО12	RU000A0JW5J2	1000	7,97	0	0	92,01	0	40,33	184	26.02.2019	25,21	26.02.2021	800	0	бирж.обл.
Русфинан12	RU000A0JUT69	1000	7,36	0	0	85	101,63	49,61	182	21.02.2019	32,17	22.08.2019	246	0	корп.обл.
Русфинан13	RU000A0JU195	1000										18.07.2018	-154		
Русфинан14	RU000A0JUVS1	1000										02.10.2019	287		
Русфинан15	RU000A0JU6U9	1000										02.10.2018	-78		
РязОбл 02	RU000A0JTGF1	250										14.12.2017	-370		
СЗКК 03	RU000A0JRU20	982	13,12	0	0	90	100	29,67	182	12.04.2019	11,09	26.09.2031	4664	0	корп.обл.
СЗКК 04	RU000A0JRU46	982	16,86	0	0	90	99	29,67	182	12.04.2019	11,09	26.09.2031	4664	0	корп.обл.
СИБУРХол10	RU000A0JWBK6	1000	9,04	0	741	103,3	104,49	52,36	182	26.03.2019	24,45	17.03.2026	2645	0	корп.обл.
СИБУРХол11	RU000A0JWNV8	1000	8,61	0	216	99,41	0	48,12	182	30.01.2019	37,01	22.07.2026	2772	0	корп.обл.
СИБУРХол12	RU000A0JWU72	1000	0	0	0	90	0	48,12	182	27.03.2019	22,21	16.09.2026	2828	0	корп.обл.
СМП 01	RU000A0JS8M6	1000										23.05.2017	-575		
СМП БО-01	RU000A0JVVK6	1000	0	0	0	90	0	19,2	91	18.01.2019	12,87	10.10.2025	2487	0	бирж.обл.
СМП БО-02	RU000A0JVVP5	1000	0	0	0	90	0	19,2	91	21.01.2019	12,24	13.10.2025	2490	0	бирж.обл.
СМП БО-03	RU000A0JVVT7	1000	0	0	0	90	0	19,2	91	22.01.2019	12,02	14.10.2025	2491	0	бирж.обл.
СОЮЗ БО-01	RU000A0JV0P1	1000	8,88	0	0	67	0	37,65	182	24.05.2019	5,38	22.11.2019	338	0	бирж.обл.
СОЮЗ БО-04	RU000A0JVHS8	1000	9,23	0	0	68	0	37,65	182	13.06.2019	1,24	11.06.2020	540	0	бирж.обл.
СОЮЗ БО-06	RU000A0JV0Q9	1000	7,64	0	0	66,01	0	37,65	182	24.05.2019	5,38	22.11.2019	338	0	бирж.обл.
СПбГО-39	RU000A0JTDL6	1000										01.06.2017	-566		
СПбТел 01	RU000A0JRKC4	1000	9,22	0	833	97	97,58	42,38	182	14.06.2019	1,16	11.06.2021	905	0	корп.обл.
СПбТел 02	RU000A0JRKD2	1000	9,35	101	177	101,01	101	56,35	182	14.06.2019	1,55	11.06.2021	905	14140	корп.обл.
СПбТел 03	RU000A0JRKM3	1000	9,24	0	177	101	101,15	56,35	182	14.06.2019	1,55	11.06.2021	905	0	корп.обл.
СПбТел 04	RU000A0JS3M7	1000	9,83	101,6	540	101,6	101,6	53,35	182	04.02.2019	39,58	31.01.2022	1139	7112	корп.обл.
СПбТел 05	RU000A0JS3L9	1000	8,85	0	0	105	0	53,35	182	04.02.2019	39,58	31.01.2022	1139	0	корп.обл.
СПбТел 07	RU000A0JRVU3	1000	10,08	100,29	1036	100,3	99,51	49,61	182	09.04.2019	19,35	05.04.2022	1203	434836	корп.обл.
СТТ 01	RU000A0JWKY8	1000										20.06.2021	914		
СУЭК-Фин01	RU000A0JQXR7	1000	7,19	0	0	80,01	95	0,05	182	28.12.2018	0,05	26.06.2020	555	0	корп.обл.
СУЭК-Фин05	RU000A0JU336	1000	8,89	0	0	92,26	99,7	41,14	182	14.02.2019	28,25	10.08.2023	1695	0	корп.обл.
СУЭК-Фин07	RU000A0JVQX9	1000	12,79	0	0	90,01	0	62,33	182	26.02.2019	38,7	19.08.2025	2435	0	корп.обл.
СУЭК-Фин08	RU000A0JVQY7	1000	12,79	0	0	99,81	0	62,33	182	26.02.2019	38,7	19.08.2025	2435	0	корп.обл.
СУЭКФБ1P1R	RU000A0JWWW7	1000	7,88	0	299	100,77	102,4	52,36	182	24.04.2019	16,11	23.10.2019	308	0	бирж.обл.
СФОЕв14-1А	RU000A0JVJN5	1000										15.02.2024	1884		
СамарОбл 8	RU000A0JS9J0	100										13.12.2017	-371		
СамарОбл 9	RU000A0JU2H5	200	7,87	100,5	368	99,81	99,61	4,06	91	01.02.2019	2,1	31.07.2020	590	20299	суб.РФ
СамарОбл10	RU000A0JUQP7	300	7,89	102,78	431	102,81	101,64	7,48	91	03.01.2019	6,25	01.07.2021	925	18019	суб.РФ
СамарОбл11	RU000A0JVK00	500	8,35	0	398	104,8	105,29	15,46	91	20.12.2018	15,29	18.06.2020	547	0	суб.РФ
СамарОбл12	RU000A0JWM56	1000	8,73	104	1221	104	104	24,03	91	28.12.2018	21,66	21.06.2024	2011	50960	суб.РФ
Самолет 01	RU000A0JWYJ0	1000	10,37	0	0	71	0	24,93	91	08.02.2019	10,96	30.10.2026	2872	0	корп.обл.
СберБ БО17	RU000A0JWCD9	1000										08.04.2021	841		
СберБ БО18	RU000A0JWH46	1000	7,64	100,98	156	103,05	98,97	49,09	181	24.05.2019	6,78	24.05.2021	887	160606	бирж.обл.
СберБ БО37	RU000A0JWUE9	1000	8,14	103,09	904	103,1	103,09	45,87	181	30.03.2019	20,27	30.09.2021	1016	5155	бирж.обл.
СберБ БО42	RU000A0JWKZ5	1000										20.06.2019	183		
СберБ об 1	RU000A0JVWL2	1000	0	0	0	70,01	0	60,85	181	02.05.2019	15,8	02.01.2026	2571	0	корп.обл.
СвердлОб2	RU000A0JTDZ6	100										04.12.2017	-380		
СвязБанкБ3	RU000A0JV953	1000										26.02.2018	-296		
СвязБанкБ4	RU000A0JVAF0	1000										24.03.2018	-270		
СвязьБанк3	RU000A0JS1F5	1000	7,24	0	0	70,03	111,1	35,5	182	13.06.2019	1,17	09.12.2021	1086	0	корп.обл.
СвязьБанк4	RU000A0JS793	1000	10,76	0	0	95,01	110	35,05	182	17.04.2019	12,13	13.04.2022	1211	0	корп.обл.
СвязьБанк5	RU000A0JS710	1000	7,05	0	0	70,03	111,1	34,8	182	11.04.2019	13,2	07.04.2022	1205	0	корп.обл.
СибГосБ1P1	RU000A0JWLX8	1000										26.06.2019	189		
СилМашБО-1	RU000A0JVVV3	1000										15.10.2025	2492		
СилМашБО-2	RU000A0JVVW1	1000										15.10.2025	2492		
СилМашБО-3	RU000A0JWTW3	1000	13,08	98,04	269	98,8	98,04	49,61	182	25.03.2019	23,44	14.09.2026	2826	26576	бирж.обл.
СилМашБО-4	RU000A0JWTX1	1000	12,53	98,4	269	98,5	98,05	49,61	182	25.03.2019	23,44	14.09.2026	2826	4248496	бирж.обл.
СилМашины2	RU000A0JU716	1000	9,96	0	605	97,22	99,3	46,37	182	04.04.2019	19,36	28.09.2023	1744	0	корп.обл.
БелугаБО-4	RU000A0JVG89	500	9,17	0	0	90	0	24,31	182	30.05.2019	2,67	28.05.2020	526	0	бирж.обл.
БелугаБО-5	RU000A0JWFE0	750	9,09	0	0	100	103,8	48,24	182	01.05.2019	12,99	29.04.2020	497	0	бирж.обл.
СистемБ1P1	RU000A0JVUK8	1000	10,47	98,71	1038	99,22	98,71	48,62	182	09.04.2019	18,97	30.09.2025	2477	196322	бирж.обл.
СистемБ1P2	RU000A0JVXZ0	1000	6,28	0	0	71	0	54,35	182	10.05.2019	11,95	31.10.2025	2508	0	бирж.обл.
СистемБ1P3	RU000A0JVZW2	1000										12.03.2018	-282		
СистемБ1P4	RU000A0JWYQ5	1000	10,17	99,77	639	99,77	99,77	48,87	182	10.05.2019	10,74	30.10.2026	2872	9977	бирж.обл.
СмолОб2013	RU000A0JU7R3	200										20.10.2018	-60		
Совком 02	RU000A0JTZ49	1000	7,64	0	0	83,24	99,99	38,86	183	22.12.2018	38,22	24.06.2021	918	0	корп.обл.
Совком БО1	RU000A0JUFL9	1000	7,76	0	50	99,8	0	41,14	182	07.02.2019	29,84	07.02.2019	50	0	бирж.обл.
Совком БО3	RU000A0JWPA7	1000	9,13	99	848	99,99	99,89	42,38	182	01.02.2019	32,14	30.07.2021	954	5959	бирж.обл.
СоломЛес01	RU000A0JUVT9	1000	10,24	0	0	65	100	49,86	182	03.04.2019	21,1	29.09.2021	1015	0	корп.обл.
СпартакБО1	RU000A0JULR4	1000										02.05.2017	-596		
Спектр 01	RU000A0JW8G2	1000	232,4	76	83	65	72,99	85	365	12.03.2019	65,67	12.03.2026	2640	760	корп.обл.
СтаврКрай1	RU000A0JTFZ1	100										12.12.2017	-372		
СтаврКрай2	RU000A0JU9G2	200	8,34	100	472	100,4	98,55	4,03	91	30.01.2019	2,17	04.11.2020	686	5814	суб.РФ
СтаврКрай3	RU000A0JWY29	1000	8,49	0	1045	103,11	104,5	24,43	91	05.02.2019	11,55	07.11.2023	1784	0	суб.РФ
СтржилинБ1	RU000A0JV334	1000	0	0	0	44	90	37,9	182	18.06.2019	0	14.12.2021	1091	0	бирж.обл.
Стржилинв1	RU000A0JUQW3	1000	0	0	0	52	70	36,65	182	09.01.2019	0	10.07.2019	203	0	корп.обл.
СтруктИнв1	RU000A0JWJQ6	100000000	9	0	0	0	0	72493,15	2646	01.09.2023	25452,05	01.09.2023	1717	0	корп.обл.
ТБС 01	RU000A0JUJP2	1000	10,59	0	162	99,71	99,8	49,86	182	30.05.2019	5,48	26.11.2020	708	0	корп.обл.
ТГК-1 03	RU000A0JS1W0	1000	4,04	0	0	70	0	19,95	182	18.06.2019	0,11	14.12.2021	1091	0	корп.обл.
ТГК-1 04	RU000A0JS470	1000	4,02	0	0	71	0	19,95	182	18.02.2019	13,26	14.02.2022	1153	0	корп.обл.
ТГК-2 БО-2	RU000A0JU7L6	125	9,65	100,84	128	111	100,45	7,48	182	26.04.2019	2,22	26.04.2019	128	251732	бирж.обл.
ТГенерац1	RU000A0JUPA1	1000										14.06.2019	177		
ТКБ БО-2	RU000A0JTYQ1	1000	8,15	0	0	86,32	100	44,88	182	04.06.2019	3,7	30.05.2023	1623	0	бирж.обл.
ТКБ-3	RU000A0JTFC0	1000										06.06.2018	-196		
ТКБ-С04	RU000A0JWQ45	1000	15,54	100	916	100	100	74,79	182	18.02.2019	49,73	14.02.2022	1153	100000	корп.обл.
ТКК кл. А1	RU000A0JWU31	1000	0	0	0	0	0	53	365	27.09.2019	12,05	23.09.2033	5392	0	корп.обл.
ТКК кл.Б	RU000A0JWU23	1000	0	0	0	0	0	58	365	12.10.2019	10,81	20.09.2046	10137	0	корп.обл.
ТКК об. 01	RU000A0JWQP3	10000										11.08.2065	17037		
ТМК БО-5	RU000A0JWCM0	1000	9,93	100,94	112	101,5	101,5	64,82	182	10.04.2019	24,93	01.04.2026	2660	31312	бирж.обл.
ТМэнерго 1	RU000A0JUTC9	1000	14,08	0	0	45	85	299,18	1820	23.02.2023	48,16	14.02.2030	4075	0	корп.обл.
ТПГК-Фин1	RU000A0JU5M8	1000										13.09.2018	-97		
ТПГКФинБ01	RU000A0JUUW5	1000										17.09.2021	1003		
ТПГКФинБ02	RU000A0JUUX3	1000										17.09.2021	1003		
ТПГКФинБ03	RU000A0JUVW3	1000										30.09.2021	1016		
ТПлюс 01	RU000A0JR2S7	1000										06.10.2017	-439		
ТПлюс 02	RU000A0JR0E1	1000										24.08.2017	-482		
ТПлюс 03	RU000A0JQZB6	1000										07.08.2017	-499		
ТТБИнвПр01	RU000A0JVE57	1000	10,19	0	0	63,01	0	49,86	182	09.05.2019	11,23	07.05.2020	505	0	корп.обл.
ТамбовОбл2	RU000A0JWT75	1000	0	0	1054	100,01	105	23,93	91	26.12.2018	22,09	20.09.2023	1736	0	суб.РФ
ТатфондБ11	RU000A0JU5G0	1000										07.09.2021	993		
ТатфондБ13	RU000A0JVBJ0	1000										21.03.2025	2284		
ТатфондБ17	RU000A0JW4N7	1000										03.02.2026	2603		
ТверОбл 12	RU000A0JTGN5	250										18.12.2017	-366		
ТверОбл 13	RU000A0JUAX5	250										22.11.2018	-27		
ТелХолПБО1	RU000A0JWMM9	1000	9,07	101,98	185	101,5	101,48	63,58	182	02.01.2019	58,68	03.07.2019	196	18284	бирж.обл.
ТинькоффБ7	RU000A0JWM31	1000	15,87	99,85	8	100,02	96	42,38	182	27.12.2018	40,52	24.06.2021	918	333366	бирж.обл.
Тойота 01	RU000A0JW8E7	1000										13.03.2019	84		
ТомскАдм 5	RU000A0JV2H4	300	8,24	105,65	343	105,66	105,55	10,47	91	12.03.2019	0,92	15.12.2019	361	1948403	мун.обл.
ТомскОб 45	RU000A0JTGD6	250										19.12.2017	-365		
ТомскОб 48	RU000A0JUCZ6	500										18.12.2018	-1		
ТомскОб 55	RU000A0JW1K9	1000	9,07	102,9	930	103	102,22	24,68	91	24.12.2018	23,33	19.06.2023	1643	48397540	суб.РФ
ТрФинанс 1	RU000A0JVC42	1000										31.03.2025	2294		
ТранФинМ27	RU000A0JV2G6	1000										15.12.2017	-369		
ТранФинМ28	RU000A0JVU73	1000										07.10.2018	-73		
ТрансКонБ2	RU000A0JWTH4	1000	7,38	0	665	101,02	103,95	46,87	182	21.03.2019	23,18	16.09.2021	1002	0	бирж.обл.
ТрансКонт4	RU000A0JTKJ5	250										26.01.2018	-327		
ТрансФ1P01	RU000A0JWWM8	1000	10,48	0	0	70	0	51,11	182	19.04.2019	17,13	09.10.2026	2851	0	бирж.обл.
ТрансФБО22	RU000A0JUGC6	1000										21.02.2017	-666		
ТрансФБО25	RU000A0JUWL4	1000										11.10.2017	-434		
ТрансФБО26	RU000A0JUKA2	1000	10,67	0	0	100	0	52,36	182	11.04.2019	19,85	11.04.2019	113	0	бирж.обл.
ТрансФБО27	RU000A0JWLW0	1000	9,72	0	0	79,99	111,1	47,37	182	26.12.2018	45,55	23.06.2021	917	0	бирж.обл.
ТрансФБО28	RU000A0JUUG8	1000	10,68	0	0	100,5	0	52,36	182	19.03.2019	26,47	17.09.2019	272	0	бирж.обл.
ТрансФБО29	RU000A0JUQ96	1000	10,77	0	0	71	0	52,36	182	24.12.2018	50,92	17.06.2024	2007	0	бирж.обл.
ТрансФБО30	RU000A0JUR04	1000	10,79	0	0	70	0	52,36	182	11.01.2019	45,74	05.07.2024	2025	0	бирж.обл.
ТрансФБО31	RU000A0JV9Q0	1000	10,57	0	0	70	0	52,36	182	06.03.2019	30,21	26.02.2025	2261	0	бирж.обл.
ТрансФБО32	RU000A0JUWW1	1000	10,23	0	0	71	0	49,86	182	11.04.2019	18,9	03.10.2024	2115	0	бирж.обл.
