Bond name	ISIN	Nominal	Income	Last price	Duration	Best ask	Best bid	Coupon	Coupon's duration	Date of coupon	ACI	Repayment	Days to repayment	Volume	Type
ВТБ БО-43	RU000A0JU773	1000	7,95	0	193	99,57	99,85	18,08	91	04.01.2019	14,9	29.09.2023	1745	0	бирж.обл.
ВТБ ЛизФ08	RU000A0JQZ67	76,96										01.08.2017	-505		
ВТБ ЛизФ09	RU000A0JQZ75	76,96										02.08.2017	-504		
ВТБ 2ИПА	RU000A0JRSW5	167,75	0	0	0	90	0	3,81	91	26.02.2019	0,95	26.11.2043	9108	0	корп.обл.
ВТБ 2ИПБ	RU000A0JRSX3	167,79	0	0	0	70	0	1,27	91	26.02.2019	0,32	26.11.2043	9108	0	корп.обл.
ВТБ 3ИПА	RU000A0JSZF3	194,32	0	0	0	90	0	4,41	91	28.02.2019	1,01	15.09.2044	9402	0	корп.обл.
ВТБ 3ИПБ	RU000A0JSZG1	194,32	0	0	0	70	0	1,47	91	28.02.2019	0,34	15.09.2044	9402	0	корп.обл.
ВТБ 4ИПА	RU000A0JTXP5	269,76	0	0	0	90	0	5,99	89	01.03.2019	1,2	01.09.2044	9388	0	корп.обл.
ВТБ 4ИПБ	RU000A0JTXQ3	269,76	0	0	0	70	0	2	89	01.03.2019	0,4	01.09.2044	9388	0	корп.обл.
ВТБ 5ИПА	RU000A0JUCH4	269,29	0	0	0	90	0	5,98	90	03.03.2019	1,06	18.09.2046	10135	0	корп.обл.
ВТБ 5ИПБ	RU000A0JUCJ0	269,29	2,78	0	0	70	0	1,99	90	03.03.2019	0,35	18.09.2046	10135	0	корп.обл.
ВТБ 6ИПА	RU000A0JUPS3	342,96	0	0	0	90	0	7,61	90	05.03.2019	1,18	14.08.2043	9004	0	корп.обл.
ВТБ 6ИПБ	RU000A0JUPT1	342,96	2,8	0	0	70	0	2,54	90	05.03.2019	0,39	14.08.2043	9004	0	корп.обл.
ВТБ 7ИПА	RU000A0JV1E3	355,3	0	0	0	90	0	7,88	90	06.03.2019	1,14	06.12.2044	9484	0	корп.обл.
ВТБ 7ИПБ	RU000A0JV1F0	355,26	0	0	0	70	0	2,63	90	06.03.2019	0,38	06.12.2044	9484	0	корп.обл.
ВТБЛизФБО1	RU000A0JV441	684,22	8,72	0	0	100	0	14,41	91	25.12.2018	13,46	17.12.2024	2190	0	бирж.обл.
ВТБЛизФБО2	RU000A0JUSQ1	615,4	8,78	0	0	100,01	0	13,12	91	08.02.2019	5,77	05.08.2022	1325	0	бирж.обл.
ВТБЛизФБО3	RU000A0JV458	777,78	8,14	0	0	102	0	15,42	91	25.12.2018	14,4	21.12.2021	1098	0	бирж.обл.
ВТБЛизФБО4	RU000A0JURL4	631,59	8,56	0	0	100	0	13,15	91	23.01.2019	8,09	17.07.2024	2037	0	бирж.обл.
ВТБЛизФБО5	RU000A0JV466	692,32	8,71	0	0	100	0	14,59	91	25.12.2018	13,62	20.12.2022	1462	0	бирж.обл.
ВТБЛизФБО6	RU000A0JV474	684,22	8,07	0	0	100	0	13,56	91	25.12.2018	12,67	17.12.2024	2190	0	бирж.обл.
ВТБЛизФБО7	RU000A0JV482	692,32	8,72	0	0	100	0	14,59	91	25.12.2018	13,62	20.12.2022	1462	0	бирж.обл.
ВТБЛизФБО8	RU000A0JV110	666,67	8,93	0	0	100	0	14,38	91	28.02.2019	3,16	25.11.2021	1072	0	бирж.обл.
ВТОРРЕС Б1	RU000A0JW3R0	1000	0	1,08	44	1,19	0,75	0	182	01.02.2019	0	01.02.2019	44	8921	бирж.обл.
ВЭБ 06	RU000A0JR3H8	1000	8,23	100,5	621	100,51	100,5	41,79	182	16.04.2019	14,69	13.10.2020	664	203011	корп.обл.
ВЭБ 08	RU000A0JR3G0	1000	8,94	101,55	616	101,56	101,55	48,37	182	16.04.2019	17,01	13.10.2020	664	85302	корп.обл.
ВЭБ 09	RU000A0JRCX7	1000	8,88	100,4	746	102,5	99,9	44,38	182	21.03.2019	21,95	18.03.2021	820	55107596	корп.обл.
ВЭБ 10	RU000A0JRTN2	1000	8,04	0	436	92,31	102,5	49,12	182	26.03.2019	22,94	21.09.2021	1007	0	корп.обл.
ВЭБ 18	RU000A0JT403	1000	8,16	0	281	100,81	101,13	48,87	182	05.04.2019	20,14	17.09.2032	5021	0	корп.обл.
ВЭБ 19	RU000A0JT6B2	1000	9,21	101,5	761	101,5	101,97	48,62	182	11.04.2019	18,43	23.09.2032	5027	101500	корп.обл.
ВЭБ 21	RU000A0JS4Z7	1000	9,03	100,21	76	100,25	100,21	49,86	182	05.03.2019	29,04	17.02.2032	4808	52119	корп.обл.
ВЭБ 31	RU000A0JUBA1	1000	0	0	0	90	0	20,82	91	26.02.2019	5,03	24.11.2020	706	0	корп.обл.
ВЭБ Б02	RU000A0JV0D7	1000										23.11.2017	-391		
ВЭБ Б03	RU000A0JVLV4	1000										10.07.2018	-162		
ВЭБ Б04	RU000A0JUD83	1000	4,76	100,01	1	100,2	99,99	20,94	91	20.12.2018	20,71	20.12.2018	1	9383312	бирж.обл.
ВЭБ Б05	RU000A0JVQA7	1000	8,35	0	569	100,15	101,6	22,94	91	21.02.2019	6,81	20.08.2020	610	0	бирж.обл.
ВЭБ Б11	RU000A0JUTB1	1000	0	0	0	90,01	0	24,31	91	28.02.2019	5,34	16.08.2029	3893	0	корп.обл.
ВЭБ Б14	RU000A0JU6K0	1000										27.09.2018	-83		
ВЭБ ПБО1Р1	RU000A0JW6P7	1000	11,58	0	0	100	0	115,68	364	25.02.2019	94,07	17.02.2025	2252	0	бирж.обл.
ВЭБ ПБО1Р2	RU000A0JWG96	1000	8,36	101	133	101	100,91	27,18	91	01.02.2019	14,04	03.05.2019	135	6056	бирж.обл.
ВЭБ ПБО1Р3	RU000A0JWNE4	1000	5,5	0	0	97,6001	98,75	24,43	182	17.01.2019	1370,95	15.07.2021	939	0	бирж.обл.
ВЭБ ПБО1Р4	RU000A0JWNJ3	1000	8,17	101,2	207	101,2	101,1	50,61	182	22.01.2019	41,16	23.07.2019	216	30359900	бирж.обл.
ВЭБUSD1P-1	RU000A0JVNL1	1000	2,67	0	0	62,5102	100	20	182	24.01.2019	1070,6	17.07.2025	2402	0	бирж.обл.
ВЭБЛиз 10	RU000A0JTQS3	400										01.03.2018	-293		
ВЭБЛиз 11	RU000A0JTQU9	400										01.03.2018	-293		
ВЭБЛиз 12	RU000A0JU9S7	125										06.11.2018	-43		
ВЭБЛиз 13	RU000A0JU9T5	125										06.11.2018	-43		
ВЭБлиз2Р-1	RU000A0JVRV1	1000	0	0	0	90	0	41,59	182	11.03.2019	22,85	01.09.2025	2448	0	бирж.обл.
ВЭБлизБ01	RU000A0JUEE7	1000	0	0	0	90	0	43,13	182	22.01.2019	35,07	16.01.2024	1854	0	бирж.обл.
ВЭБлизБ02	RU000A0JVER7	200										18.05.2018	-215		
ВЭБлизБ03	RU000A0JVKC6	400	10,5	0	0	102	105,39	26,11	182	25.12.2018	25,25	23.06.2020	552	0	бирж.обл.
ВЭБлизБ04	RU000A0JV8D0	1000	10,65	0	51	99,6	99,78	37,7	182	08.02.2019	27,13	31.01.2025	2235	0	бирж.обл.
ВЭБлизБ05	RU000A0JV8G3	1000	8,37	0	55	99,61	99,9	37,7	182	12.02.2019	26,3	04.02.2025	2239	0	бирж.обл.
ВЭБлизБ06	RU000A0JV9D8	1000	9,44	0	244	99,58	100	41,59	182	26.02.2019	25,82	18.02.2025	2253	0	бирж.обл.
ВЭБлизБ07	RU000A0JV9H9	1000	8,17	0	246	90,23	100,2	41,59	182	28.02.2019	25,36	20.02.2025	2255	0	бирж.обл.
ВЭБлизБ08	RU000A0JVAV7	250										27.03.2017	-632		
ВЭБлизБ09	RU000A0JVQQ3	1000	0	0	0	90	0	41,59	182	25.02.2019	26,05	18.08.2025	2434	0	бирж.обл.
ВЭБлизинг3	RU000A0JREW5	1000	8,93	0	772	94,93	97,21	36,25	182	05.04.2019	14,94	02.04.2021	835	0	корп.обл.
ВЭБлизинг4	RU000A0JREX3	1000	8,93	0	772	94,9	96,89	36,25	182	05.04.2019	14,94	02.04.2021	835	0	корп.обл.
ВЭБлизинг5	RU000A0JREZ8	1000	10,04	0	771	94,9	95,35	36,25	182	05.04.2019	14,94	02.04.2021	835	0	корп.обл.
ВЭБлизинг6	RU000A0JS389	200										31.01.2017	-687		
ВЭБлизинг8	RU000A0JRUY7	1000	8,14	0	298	100,01	101,45	50,36	182	23.04.2019	15,77	19.10.2021	1035	0	корп.обл.
ВЭБлизинг9	RU000A0JRV52	1000	8,2	0	299	100,16	101,45	50,36	182	24.04.2019	15,5	20.10.2021	1036	0	корп.обл.
ВейлФин1	RU000A0JUHV4	1000	0	0	0	60	95	49,86	182	13.03.2019	26,85	08.03.2023	1540	0	корп.обл.
ВерЦемЗав1	RU000A0JTWT9	1000	5,58	0	0	75,52	89	1,25	91	05.02.2019	0,59	04.05.2021	867	0	корп.обл.
ВертолетБ1	RU000A0JW3A6	1000	10,18	0	0	109,8	0	59,34	182	24.01.2019	47,6	15.01.2026	2584	0	бирж.обл.
ВертолетБ2	RU000A0JUAT3	1000	9,53	0	0	91	92,99	37,4	182	23.05.2019	5,55	16.11.2023	1793	0	бирж.обл.
Вертолеты1	RU000A0JTW26	1000										20.04.2018	-243		
Вертолеты2	RU000A0JTW34	1000										20.04.2018	-243		
Веста 01	RU000A0JS1S8	1000										04.12.2026	2907		
ВлгОб35004	RU000A0JU6P9	100										01.11.2018	-48		
ВлгОб35005	RU000A0JUP89	100	8,23	100,95	203	101,4	100,9	2,43	91	14.03.2019	0,16	13.07.2019	206	409237	суб.РФ
ВлгОб35006	RU000A0JVU65	550	7,94	0	403	103,55	104,68	16,44	91	01.02.2019	8,49	30.10.2020	681	0	суб.РФ
ВолгСпорт1	RU000A0JRJC6	1000	5,11	0	0	65	0	51,6	365	06.08.2019	19,08	04.04.2022	1202	0	корп.обл.
ВолгСпорт2	RU000A0JT593	1000	8,88	0	0	65	0	90	365	31.08.2019	27,12	29.02.2024	1898	0	корп.обл.
ВолгогОб11	RU000A0JS7P1	100										28.05.2017	-570		
ВолгогОб12	RU000A0JTXF6	100										14.06.2018	-188		
Волгогр 06	RU000A0JSVC9	200										23.08.2017	-483		
Волгогр 07	RU000A0JUWU5	200	8,44	103,15	280	103,39	103,13	6,11	91	20.01.2019	3,96	10.10.2019	295	347705	мун.обл.
Волгогр 08	RU000A0JVVR1	600	8,76	105,71	406	106	105,71	20,39	91	08.02.2019	8,96	19.10.2020	670	1164784	мун.обл.
Волжск2014	RU000A0JV3M2	400	1,65	109	235	106	103,23	14,96	91	23.01.2019	9,21	24.12.2019	370	30068	мун.обл.
ВологодОб3	RU000A0JTF68	100										05.12.2017	-379		
ВоронежОб5	RU000A0JTG34	100										17.12.2017	-367		
ВоронежОб7	RU000A0JUWK6	500	7,89	102,43	217	102,53	102	14,65	91	13.01.2019	10,62	14.10.2019	299	223767	суб.РФ
ВостЭксБ 3	RU000A0JV102	0,01	0	99,41	482	99,41	99,41	0	182	30.05.2019	0	28.05.2020	526	2982	корп.обл.
ВостЭксБ-2	RU000A0JTMJ1	1000										09.08.2018	-132		
ВостЭксБО7	RU000A0JU146	1000										17.07.2018	-155		
ВржОб34006	RU000A0JU823	100										23.10.2018	-57		
ВымпелКБО2	RU000A0JVUN2	1000	0	0	0	0	0	4,99	182	12.04.2019	1,86	03.10.2025	2480	0	бирж.обл.
ВымпелКБО3	RU000A0JVUP7	1000	9,89	0	654	85,66	88,1	4,99	182	12.04.2019	1,86	03.10.2025	2480	0	бирж.обл.
ВымпелКом1	RU000A0JS5E9	1000	8,18	0	429	97,71	98,65	34,9	182	12.03.2019	18,99	08.03.2022	1175	0	корп.обл.
ВымпелКом2	RU000A0JS5M2	1000	9,25	0	435	92,26	98,7	34,9	182	18.03.2019	17,84	14.03.2022	1181	0	корп.обл.
ВымпелКом4	RU000A0JS5F6	1000	9,29	0	428	97,66	98,14	34,9	182	12.03.2019	18,99	08.03.2022	1175	0	корп.обл.
ГПБ 1-ИП-А	RU000A0JV1H6	451,24	0	0	0	90	0	10,24	92	25.02.2019	2,67	27.04.2048	10722	0	корп.обл.
ГПБ 1-ИП-Б	RU000A0JV1N4	451,24	0	0	0	80	0	3,41	92	25.02.2019	0,89	27.04.2048	10722	0	корп.обл.
ГПБ 10	RU000A0JT6D8	1000										12.10.2017	-433		
ГПБ 11	RU000A0JT6G1	1000	7,89	0	289	99	100	30,92	182	11.04.2019	11,72	10.10.2019	295	0	корп.обл.
ГПБ 12	RU000A0JT6J5	1000	7,44	0	0	91,8	0	37,5	182	11.04.2019	14,22	06.10.2022	1387	0	корп.обл.
ГПБ 2-ИП	RU000A0JW5K0	1000	7,26	0	0	99,55	100,05	18,4	91	22.02.2019	5,26	19.02.2021	793	0	корп.обл.
ГПБ БО-07	RU000A0JU7Y9	1000	8,36	0	0	93,04	100,05	41,09	182	22.04.2019	13,09	22.10.2023	1768	0	бирж.обл.
ГПБ БО-08	RU000A0JUMH3	1000	8,23	0	155	93	99,99	39,62	181	23.05.2019	5,69	23.05.2024	1982	0	бирж.обл.
ГПБ БО-09	RU000A0JUQ39	1000	9,65	0	8	98,02	99,96	36,25	183	27.12.2018	34,66	27.06.2024	2017	0	бирж.обл.
ГПБ БО-10	RU000A0JUV08	1000	7,63	100,1	97	100,1	95,12	39,42	181	26.03.2019	18,3	26.09.2024	2108	35443	бирж.обл.
ГПБ БО-11	RU000A0JWTK8	1000	5,31	0	0	97,31	0	31,24	181	22.03.2019	15,19	22.09.2019	277	0	бирж.обл.
ГПБ БО-20	RU000A0JV7W2	1000										09.02.2018	-313		
ГПБ БО-21	RU000A0JW9R7	1000	7,48	100,49	89	100,49	100,49	47,11	181	18.03.2019	23,95	18.03.2019	89	192941	бирж.обл.
ГПБ БО-22	RU000A0JWE56	1000	5,2	101	123	101	100,3	40,89	182	21.04.2019	13,25	21.04.2019	123	97438	бирж.обл.
ГСС 01	RU000A0JP518	1000										26.03.2017	-633		
ГСС БО-04	RU000A0JV433	1000	6,4	0	0	91,01	93,97	0,5	182	25.12.2018	0,48	24.12.2019	370	0	бирж.обл.
ГСС БО-05	RU000A0JVF64	1000	9,38	100,35	495	100,4	100,35	47,12	182	23.05.2019	6,99	21.05.2020	519	243952	бирж.обл.
ГТЛК 01	RU000A0JTKB2	1000										23.01.2018	-330		
ГТЛК 02	RU000A0JTKM9	1000										26.01.2018	-327		
ГТЛК 1P-01	RU000A0JWTV5	692	9,67	0	0	90	0	16,74	91	21.12.2018	16,37	05.09.2031	4643	0	бирж.обл.
ГТЛК БО-01	RU000A0JU5S5	200										18.09.2018	-92		
ГТЛК БО-02	RU000A0JU609	200										20.09.2018	-90		
ГТЛК БО-03	RU000A0JV375	1000	0	0	0	90	0	27,18	91	19.03.2019	0,3	10.12.2024	2183	0	бирж.обл.
ГТЛК БО-04	RU000A0JVA10	1000	8,82	100,25	261	100,85	100,25	22,19	91	14.03.2019	1,46	06.03.2025	2269	240660	бирж.обл.
ГТЛК БО-05	RU000A0JVWD9	1000	9,71	106,25	1385	106,25	105,3	27,42	91	25.01.2019	16,27	17.10.2025	2494	557759	бирж.обл.
ГТЛК БО-06	RU000A0JVWJ6	1000	9,09	0	621	100,95	100,99	23,64	91	28.01.2019	13,25	20.10.2025	2497	0	бирж.обл.
ГТЛК БО-07	RU000A0JW1P8	1000	9,3	0	671	98,5	98,64	20,32	91	25.12.2018	18,98	16.12.2025	2554	0	бирж.обл.
ГТЛК БО-08	RU000A0JWST1	1000	9,46	104,35	863	104,38	104,34	55,35	182	12.03.2019	30,11	01.09.2026	2813	75142	бирж.обл.
Газпрнеф10	RU000A0JR878	1000	8,05	99,42	704	99,42	98,36	37,9	182	29.01.2019	29,36	26.01.2021	769	19683	корп.обл.
Газпрнеф12	RU000A0JTDY9	1000										23.11.2022	1435		
ГазпрнефБ1	RU000A0JWRE5	1000	8,64	0	866	101,81	102	46,87	182	26.02.2019	29,1	24.07.2046	10079	0	бирж.обл.
ГазпрнефБ2	RU000A0JWB67	1000										16.02.2046	9921		
ГазпрнефБ3	RU000A0JWK41	1000	5,88	0	169	100,42	101,8	48,87	182	06.06.2019	3,49	03.05.2046	9997	0	бирж.обл.
ГазпрнефБ4	RU000A0JWRF2	1000	8,2	0	865	101,35	104,99	46,87	182	26.02.2019	29,1	24.07.2046	10079	0	бирж.обл.
ГазпрнефБ7	RU000A0JWB75	1000										16.02.2046	9921		
Газпрнефт4	RU000A0JQ557	1000	2,41	99,31	111	99,31	98,99	0,5	182	09.04.2019	0,19	09.04.2019	111	147812	корп.обл.
ГазпромБ19	RU000A0JUAN6	1000	0	0	0	80,01	0	22,44	182	22.05.2019	3,45	21.10.2043	9072	0	бирж.обл.
ГазпромБ20	RU000A0JUAP1	1000	0	0	0	80,01	0	22,44	182	22.05.2019	3,45	21.10.2043	9072	0	бирж.обл.
ГазпромК04	RU000A0JTNB6	1000										15.02.2018	-307		
ГазпромК05	RU000A0JTNC4	1000										16.02.2017	-671		
ГлДорога 3	RU000A0JR4U9	1000	18,37	0	0	67,77	89	39,89	364	11.11.2019	4,05	30.10.2028	3603	0	корп.обл.
ГлДорога 6	RU000A0JTFB2	1000	24,7	0	350	69,71	85	39,89	364	04.12.2019	1,53	22.11.2028	3626	0	корп.обл.
ГлДорога 7	RU000A0JTB96	1000	18,33	0	0	65,83	86	39,89	364	12.11.2019	3,95	30.10.2029	3968	0	корп.обл.
СвязБанкБ9	RU000A0JUD42	1000	95,02	0	0	0	0	37,6	183	25.12.2018	36,37	25.12.2021	1102	0	бирж.обл.
Финанс-М 1	RU000A0JVE65	1000	8,28	0	0	60	0	39,89	182	26.12.2018	38,36	24.06.2020	553	0	корп.обл.
ДелоПортс1	RU000A0JVZB6	1000	9,85	96,07	156	96,07	94,99	0,05	182	24.05.2019	0,01	14.11.2025	2522	24762	корп.обл.
ДельтКрБ12	RU000A0JWUB5	1000	8,92	0	0	100,8	102,2	48,85	181	29.03.2019	21,86	29.09.2026	2841	0	бирж.обл.
ДельтКрБ19	RU000A0JVWA5	1000	5,77	0	0	80	0	24,93	182	30.04.2019	6,85	30.10.2025	2507	0	бирж.обл.
ДельтКрБ20	RU000A0JWGS8	1000	8,36	0	150	99,9	102,2	54,55	181	18.05.2019	9,34	18.05.2026	2707	0	бирж.обл.
ДельтКрБ25	RU000A0JVNB2	1000	5,58	0	40	90,01	0	25,21	184	28.01.2019	19,73	28.07.2025	2413	0	бирж.обл.
ДельтКрБ26	RU000A0JWNB0	1000	7,03	0	205	99,96	101,88	51,92	184	21.01.2019	42,61	21.07.2026	2771	0	бирж.обл.
ДельтКрБО1	RU000A0JUN65	1000										05.06.2024	1995		
ДельтКрБО5	RU000A0JS6M0	1000	8,23	0	464	100,95	102,1	49,12	182	21.04.2019	15,92	21.10.2023	1767	0	бирж.обл.
ДельтКрБО6	RU000A0JULS2	1000										06.05.2024	1965		
ДельтКрБО7	RU000A0JVTA1	1000										30.09.2025	2477		
ДельтКрБО8	RU000A0JVUY9	1000	5,69	0	0	100,16	0	61,83	182	20.04.2019	20,38	20.10.2025	2497	0	бирж.обл.
Дельта09ИП	RU000A0JTF43	1000										05.12.2017	-379		
Дельта10ИП	RU000A0JU0A4	1000										04.07.2018	-168		
Дельта12ИП	RU000A0JU4X8	1000										30.08.2018	-111		
Дельта13ИП	RU000A0JUV81	1000	8,35	0	0	101,35	0	48,12	182	01.04.2019	20,89	01.10.2024	2113	0	корп.обл.
Дельта14ИП	RU000A0JUJG1	1000	8,74	0	0	108,01	110,5	29,92	91	27.12.2018	27,29	27.03.2024	1925	0	корп.обл.
Дельта15ИП	RU000A0JUW23	1000	8,53	0	0	110,5	113	30,04	92	10.01.2019	22,86	10.10.2024	2122	0	корп.обл.
Дельта16ИП	RU000A0JV7T8	1000										04.02.2018	-318		
Дельта17ИП	RU000A0JWBN0	1000	8,22	0	99	100,55	102	26,35	91	30.12.2018	23,17	30.03.2019	101	0	корп.обл.
Держава 03	RU000A0JWB59	1000	15,52	0	0	101	0	74,79	182	22.03.2019	36,58	12.09.2025	2459	0	корп.обл.
ДержаваБ01	RU000A0JU0B2	1000	198,88	0	0	70,01	99	22,05	92	10.01.2019	16,78	10.07.2023	1664	0	бирж.обл.
ДиджИнв 01	RU000A0JVCL4	1000	0	0	0	0,2	0	37,9	182	23.04.2019	0	21.04.2020	489	0	корп.обл.
ДиджИнвБ01	RU000A0JVW55	1000	0	0	0	0,17	0	37,9	182	25.04.2019	0	22.10.2020	673	0	бирж.обл.
ДиджИнвБ02	RU000A0JVX62	1000	0	0	0	0,17	0	37,9	182	07.05.2019	0	03.11.2020	685	0	бирж.обл.
ДиджИнвБ03	RU000A0JW8X7	1000	0	0	0	0,18	0	36,65	182	11.03.2019	0	08.03.2021	810	0	бирж.обл.
ДиджИнвБ04	RU000A0JWCP3	1000	0	0	0	0,2	0	37,9	182	10.04.2019	0	07.04.2021	840	0	бирж.обл.
ДиджИнвБ05	RU000A0JWCU3	1000	0	0	0	0,17	0	37,9	182	11.04.2019	0	08.04.2021	841	0	бирж.обл.
ДиджИнвБ06	RU000A0JWD65	1000	0	0	0	0,15	0	37,9	182	12.04.2019	0	09.04.2021	842	0	бирж.обл.
ДиджИнвБ07	RU000A0JWD73	1000	0	0	0	0,15	0	37,9	182	12.04.2019	0	09.04.2021	842	0	бирж.обл.
ДомДен БО1	RU000A0JU8S9	2000000										23.10.2018	-57		
ДомДеньги1	RU000A0JS7J4	2000000										27.04.2017	-601		
ЕАБР01	RU000A0JR050	1000	2,72	0	0	100,33	0	23,19	91	28.01.2019	12,99	28.01.2019	40	0	МФО обл.
ЕАБР02	RU000A0JR043	1000	7,61	0	0	100	0	20,69	91	21.02.2019	6,14	21.02.2019	64	0	МФО обл.
ЕАБР04	RU000A0JR0Q5	1000										06.02.2018	-316		
ЕАБР05	RU000A0JS8X3	1000	5	0	0	0	0	47,37	182	16.01.2019	40,08	15.07.2020	574	0	МФО обл.
ЕАБР06	RU000A0JS8Y1	1000	7,42	0	0	95,52	101	36,4	182	27.03.2019	16,8	23.09.2020	644	0	МФО обл.
ЕАБР07	RU000A0JS8Z8	1000	8,93	0	0	0	0	43,63	182	27.03.2019	20,14	23.09.2020	644	0	МФО обл.
ЕАБР08	RU000A0JS900	1000	8,37	99,98	616	99,98	99	40,89	182	10.04.2019	15,73	07.10.2020	658	60881050	МФО обл.
ЕАБР09	RU000A0JS918	1000	9,02	0	0	62,05	0	44,38	182	27.05.2019	5,61	24.05.2021	887	0	МФО обл.
ЕАБР10	RU000A0JS926	1000	0	0	0	0	0	61,08	182	15.01.2019	52,02	10.01.2023	1483	0	МФО обл.
ЕБРР 06обл	RU000A0JR183	3500000000										28.09.2018	-82		
ЕБРР 07обл	RU000A0JR191	3500000000										28.09.2018	-82		
ЕБРР 08обл	RU000A0JR1A7	7000000000										26.10.2018	-54		
ЕврХимБ1Р1	RU000A0JWDU1	1000	7,81	100,92	121	100,94	100,66	52,85	182	19.04.2019	17,72	19.04.2019	121	14126	бирж.обл.
ЕврХол1P1R	RU000A0JWBH2	1000	9,35	106,9	727	106,9	106,9	62,83	182	26.03.2019	29,34	23.03.2021	825	36346	бирж.обл.
ЕврХолдФ 8	RU000A0JVKK9	1000	8,32	0	178	102,3	102,38	64,57	182	26.12.2018	62,09	18.06.2025	2373	0	корп.обл.
ЕвроХим 02	RU000A0JQXQ9	1000										26.06.2018	-176		
ЕвроХим 03	RU000A0JR4Z8	1000										14.11.2018	-35		
Европлан-3	RU000A0JT9S0	1000										31.10.2017	-414		
Европлан-4	RU000A0JTPG0	1000	9,04	0	0	100,5	0	59,84	182	20.02.2019	39,12	20.02.2019	63	0	корп.обл.
Европлан-5	RU000A0JTT13	1000	9,41	0	0	102	0	46,37	182	26.03.2019	21,66	26.03.2019	97	0	корп.обл.
ЕвропланБ1	RU000A0JU6G8	1000	9,69	0	0	0	0	47,37	182	27.03.2019	21,86	25.09.2019	280	0	бирж.обл.
ЕвропланБ2	RU000A0JVQT7	1000	9,54	0	0	90,01	0	26,18	91	25.02.2019	6,62	23.08.2021	978	0	бирж.обл.
ЕвропланБ7	RU000A0JWVL2	1000	7,95	0	285	99,91	101	47,37	182	09.04.2019	18,48	29.09.2026	2841	0	бирж.обл.
ЕврфНедвБ1	RU000A0JVWE7	1000	1,51	0	665	0	0	3,74	91	25.01.2019	2,22	23.10.2020	674	0	бирж.обл.
ЕврфинМНБ1	RU000A0JWK58	1000	7,64	0	0	0	0	37,4	182	06.06.2019	2,67	03.06.2021	897	0	корп.обл.
ЗСД 01	RU000A0JRJB8	1000	10,87	0	0	99	0	52,06	182	28.05.2019	6,29	13.05.2031	4528	0	корп.обл.
ЗСД 02	RU000A0JRJL7	1000	10,71	0	0	92,01	0	52,06	182	28.05.2019	6,29	13.05.2031	4528	0	корп.обл.
ЗСД 03	RU000A0JS4J1	1000	9,12	0	0	0	0	49,07	182	22.02.2019	31,54	06.02.2032	4797	0	корп.обл.
ЗСД 04	RU000A0JS4K9	1000	9,12	0	0	85	0	49,07	182	22.02.2019	31,54	06.02.2032	4797	0	корп.обл.
ЗСД 05	RU000A0JS4L7	1000	9,12	0	0	90	0	49,07	182	22.02.2019	31,54	06.02.2032	4797	0	корп.обл.
ЗапСиб БО4	RU000A0JUTJ4	1000										04.09.2017	-471		
ЗапСибКБ-2	RU000A0JUP63	10	9,64	105,01	346	105,75	101,61	0,74	182	13.06.2019	0,02	12.12.2019	358	694321	корп.обл.
Зенит 10об	RU000A0JTY40	1000										30.05.2018	-203		
Зенит 11об	RU000A0JU7X1	1000										16.10.2018	-64		
Зенит 8обл	RU000A0JSVF2	1000										23.08.2017	-483		
ЗенитБО-08	RU000A0JWD40	1000										03.04.2026	2662		
ЗенитБО-09	RU000A0JVBX1	1000	9,99	0	281	98,72	100,05	39,89	182	04.04.2019	16,66	27.03.2025	2290	0	бирж.обл.
ЗенитБО-10	RU000A0JVZH3	1000										20.11.2025	2528		
ЗенитБО-11	RU000A0JUGY0	1000	5	100,48	71	100,48	99,7	37,4	182	28.02.2019	22,81	28.02.2019	71	7984	бирж.обл.
ЗенитБО-13	RU000A0JUPW5	1000	7,68	0	0	98,95	99,98	37,4	182	20.12.2018	37,19	13.06.2024	2003	0	бирж.обл.
ЗенитБО-14	RU000A0JUPY1	1000										14.06.2024	2004		
ЗенитБО1P1	RU000A0JWXR5	1000										11.09.2021	997		
ЗенитБО1P2	RU000A0JWYS1	1000	0	0	0	65,01	0	19,32	91	11.02.2019	7,86	11.11.2019	327	0	бирж.обл.
ИА АТБ 2 А	RU000A0JUG15	205,88	7,2	0	0	100	100,05	4,67	92	26.01.2019	2,74	01.10.2046	10148	0	корп.обл.
ИА АТБ А	RU000A0JTHU8	21,38										26.04.2045	9625		
ИА АкБар2А	RU000A0JW316	400,4	-17,41	0	0	100,75	0	10,09	92	15.01.2019	7,13	15.10.2047	10527	0	корп.обл.
ИА АкБарсА	RU000A0JV326	235,94	0	0	0	0	0	1,8	31	10.01.2019	0,52	10.05.2047	10369	0	корп.обл.
ИА АкБарсБ	RU000A0JV318	235,94	0	0	0	0	0	0,6	31	10.01.2019	0,17	10.05.2047	10369	0	корп.обл.
ИА Вега1 А	RU000A0JWKQ4	342,14	-67,46	0	0	101,75	102,15	3,02	30	26.12.2018	2,32	26.06.2041	8225	0	корп.обл.
ИА Вега2 А	RU000A0JWKP6	317,62	-69,78	0	0	101,7	102,2	2,81	30	26.12.2018	2,15	26.08.2040	7921	0	корп.обл.
ИА ДВИЦ1 А	RU000A0JVAJ2	334,12	17,06	0	0	99,5	0	7,58	92	07.02.2019	3,46	07.11.2047	10550	0	корп.обл.
